Timestamp,How confident did you feel when navigating from A to B?,"How would you grade the amount of information on the map? (3 = just the right amount of information)",What was your strategy to navigate to location B?,Do not change this text !
7/12/2024 16:29:57,3,3,"Used the street network to navigate direction, but used the building colors as a reference point as to where I was in the side map and when to turn",eJzVWctu20YU/RetDeI 5r68axdddx8EhZMoidA6MhxlkQb 955xRLUADYhgW0y7sy3T5uE99zyGr77tTl8f9rvb3U/7u9OXx/3uZvdhf7zfnx6/7m4vH/58PHw64aO3x Pju8Onu9P 8 72Ffuk3CiqblpOwinl/vrpZvfweHzYP54O/be 7T7u73DNh18eDqe3H3e3dLP7/Xi8f/7idLjHn8eFN7svh3f4R4d3EfFG3r9p9l7T8C/v7x7w87fH346P O509/lXfPvDj7unp5t/4N7NOCQyitsZg7JqCYVwXYcyNXMqDhdvnqFlF3BTiLFYZpA0UfcZrbCED8LrQanWmluzeWaMeyclrbyKVyf8YktANq/iLF3OkphHTbPwxLm0 gM/o NgDJINw9hATOmPaQgWY2 q0oyMc2amtMoWqZ4rwEzcgoIdtKTWiegvwFMaBE qGmEw2IUzun6zxpaisUVCzEdNCpzTluIRM5YiNaFMC YtWDDlQVgiQLAw4cZ6xiJCnqTOTdoK1omXRlPBJE09tC3gQV4HwXPMRbHTVHnWBxCwOUE2iLboA9RlEOsc84BEUClodt6gooSTtY5pA5bWeJAYdKNssB/sjM9i4HAoKIFLrSJdwIShlAF7Ymm8BCc5yHKxUEwVrmo0C7knO0YIKd/iSTyKcyl9q8ki5/VJh1YJ7FbbFtHGZYOmktG12SwLeeGMBdIAJmYD5zZlBfFB 1MICtBu7H/Z7KYNySGyENK2zAUheBCUtJ6XU5MvHNMerAN6EFu6hRieyQgsQgRZClgLHPGCRauwQiG1zkwbAhIEvZDfBBLy3/FSLD3SNrVqQDfrmmFOjVpDO1gBjmBfaCPu6ipFbMvZVY5ZKaFGor3YZs7g0AmBlBwSsQYcS0FNnBI21kCCF3IQgscodIZFM4NqyByEoB34OQhLK5jJEyIvyglqr0bC35YSUjZsdBnRoxEQziEPt4jOpIVou6Y4oT6GKFzCeiwBAxajYx8lkNUtioyA84wOsKocpmzrWiFjPXuAhDShxS81pbVRrgwUGJP1KCfnJFggmUMxe1m8zkudWkFJsHJQfYbOxgvlCr44Cp5INFCKquXcrgpcFZBNNzVFjRqExXpaR1l3nksvqnzDjqH81nX5l6mLO5IWfF07iZenE6D1oJ74LwwqRx1PlLe VSVdzuad6ucvAaGU61YmU0MYQwzBRqkimC1XCis6LGK1QgVR6l40y2E/SALizE1H0SKjfAt5I4RVAWo2ZfgzGbJvrJJ2xM0eNdTwNIr5hUFp01Gm3Ns8BhWpMwuxYmxKiiRxHZ1MGd77GTkwRuXStwRLO2bJMLtoUEIl7zH2e158zvowWmzgpqOlZqPA/N1k/4JNDYpLwEIppabAopcXPBzS juf63PxqdA7n98i4JJlDhSWMRvFBTUG3eCe3ObSr4m1R09h0k2Uw CHnWAACNwWbeJCOREvPHnXFeKgjisIYQIX4G 8MCks5qhUC2T83B7lcrwJ5/VsgWa/7bUUjUoT1u/7 YBWLy8IuG YSa46qk2EREcfTmzOX1 Xztjw4f80KTEugGYK pgi1T7jWLJwVG EWDyHWneaA7shywbEQnxTVALaQfm8v66PvlIWMbPQzRk5CZ1kjV7Ay9IYeQuDQlJcHs4wGucodFUJIexTuXR8pFrH46a6fszOqPiG37VCbnSQeZmUkobpB6f0dzsMof4uhnAr7BzuOGzFjtFkPUyqI41g0kp/ns1MhDl2Z 9624/E VIkkWi2wH39B6 lUmI=
7/12/2024 16:39:45,2,5,"count blocks i had to travel, look at street signs as i went along the route, tried to match building colors",eJzVWD1vG0cQ/S9XE4f5nh11cZE6vWEEtEjYRCJToOnCMfTf807ikQUF8EAEWKQRRJ5utW9n5n3sx1/D8efzdngYft ujz8O22E1fNnun7bHw8/h4fzwj/3u2xGPHvf7w2b3bX3cfh8ePnKMykZZtbI2CjepiE8vq H5sH/eHo676a9 DV 3a7zz5c/n3fHx6/BAq Gf/f7p9Zfj7gnLc/Jq LHb4B/tNrbdPK4/W37ebHTazdP6Gd8/7v/eH/DpuP7 Fz7 9mF4eVn9B3t355RsWWwnDMqqJZTCdRvKKGEtMkgVyziVn8GNGdVIOIPT0rmd0Rqzd8IbSU3dLNx8rhkDAylptZt4ebQyVAvAuMyS5LqWpK0XOklVxo/GfkaXGmZOYmlLykmtUM pqkmBt67wiZb2gkesmZzNZG7WoEBnaQTdRicjqxnKjcppqHlegxOXbqOItqJKUw6dizc1qoRgwBbUDi8KOjKKUG4sdYXOqFEncG6M6lFzO1Pl1KotjUvuYExVif8nhbzD/tJaJywlzlxaGHQ5YQG7gfnZU/weLNGrxXwa7AwFopzZgbWywjERuYDaSdySWSFa6sR BS6IOhXKxRxlae5Tr7yBc4huQ88B3m3u4zErCcJrk0lp0q6JvXFkJ3QwDxSTBaGZHbIMOuMtAfyONpRppT5YHGYqAAmDdKLx4skxEI7eFkjwNdVRL3rwhN6yZTXjGQuIotwtFkwU3IQo/JIVFA0KTdWuJQnn0gdcgP3QXegv9NkJHEwvKmXY9T0uPtM7OaNICBJaD51Hsya1qMIX2ej2AIH7OGHhwQzU0L92dkY1TkwI4hARe/VdM9FXcCemhzIx2KG5UMx0EVBj0QxZwIXvjJhnLywYLZpkC4ozE3uAiVFTy3vMhDTpBKVhw gKbeI5NyHOFaoKvckFWfIdLNbJ5BVRGAwq dlLgMVEJ41cxHyvRSVNeCskjaJruUVUk07ggqZcaAHXOicNdCHCAXu0JWwBplEiUmmkGLuYwfGI6FgILCWYzbSKS7CSXn1ZmC1TgqHIi3cSxCQodOgCtIJIDzKFyw8v1PSC1sq1sJbh2Hx6cPKJIKhOWCc1Qxx27DQuQgCeUQT6O0YwolfOqhD0KHgelWuz ahExkVyVL6P5TuZwkKAR4cU EROZUGloFmNbLpIWjJyZIjvAioRyLSd751sbJhnRFHwbuJo6izQTaSTb0R6bK4EzBkn iyghUQnJvE2wcgIKxVIOqi/g0n5 qIGXNXJazW4RIJ11NdbzDdwoeQtuNGSaxpoSmEk4aIVB XvgNNWnaShwT2AFtFOc5smTQGmNa8lwgBPjbCD9OYKT3oRhovfn1buJOlIZZiJibHf6iYE14vd8l139pbZqQNhRDBFrK5yugcFksKBV2HE7sqY4KC71PnTv3LZgnU=
7/12/2024 17:43:58,2,4,looking at the street layout and the number of buildings on the sides,eJzFWMuOGlcU/JdeI3Tej9nFi6yztywLzRAbJWMQZha2Nf ewqGdBSOBWpGu2LSa5t6uW3Xq1OH9j n07bCdHqbft5vTy3E7raZP2/3z9nT8Nj38 vKP/e7LCV897vfHp92XzWn7dXp4z7FWNsruldVauKQjPryupsNxf9geT7vzUz mz9sNfvPp42F3evw8PdBq r7fP/ 8OO2esbwULl92T9ho99TsKo9MJpqFLZ83B9x/2v65efn7/Aqnzde/cOO3d9Pr6 p/eHt3TsnKZrugUFZtoRTu22DWEljFhZTbuDt oVu7U2BpYhcra5nhqmrZMMCsJE4eETyzlqEpUSR34L0mL2UcmEgqdbNw8xkNSxgpadcSNMLDtOh49QYXAkXOWmTt7PBoyju0qMSoJS0ynECl hW LB Hj8NUxaA rrnWxLosS6N8AV2MoxlHl0g7tgJFcYFjzcEg0GqJD3K1D0OjmrAruCDNbp5t2uqFAr DmzUlM8qwmBxLoStc4VOlYVbhDo8PbFmc i/AZk5ugiWaLWDLOMaVUosKSh1u5TKjcW9Gt1G rT1eG8Er1AxUoW1fG0WVDeMqJEQZelKbwaG9WrV23GHqayc8alHoCkJwlytwoSHDwFlrthSiAl2EWG0ITo2P3eHy12WVOQ4NmoxBeagtmjtwRTduZNESSxeXGoUm0XrheYU4Nzt6xllFmiG9xCQcpjoMDQwZSSKg9pYZDnJBEaFNyRJuFFF/EJqidpR0ktUcHpDzgKeRwJcEV3bU3ygwiDzcoSWec9lAKkjmjTh 19hhnuCWzh0XBSh6bQtgaxw hD0mQhSo2eQSWoQtExAuYctqWDYqsAKzNsSX/7otfA9xD/JbFB4EPx8GB41VBNqDgOYoZEjggliBerpt2rwm0Ig2dk68OBWRN8RX48QXCK6uiHUklzkKuQEN9tyqUu8oLszIHqAXkySYL4k3omyM4w/THbIChryc5yhMIPB0xCNaNPSOFCMSmgef85BcnBADoYU4vF6XOIVhWh7XciUw1KJTXf5dEXg6pCLJdhsLr XcE3AmkCtM540JKsc14ERdYX9CsrvITgg3BTEbM8Si8V1qXHItFjKk1yyf0fyc3nHyaberiNd69pgSDI8YdhOLXP3Xwr4wyX74B80gVe8=
7/12/2024 19:13:34,3,1,"reading the street signs with the name of the street on the building from street view and comparing them with the street names on the map on the left, making turns when necessary",eJzdWU1v21YQ/C88G8R v13f2kPPvQdB4dpqIjSODEc5pEH e elohxAAUSwLR5aHwzLlGjO253ZmfWrz9Px09Nuup1 2t0dPz7vppvpze7wuDs f5puzxd/PuzfH3Hp/nB4fti/vzvuPky3rzhmZaNWdWM5C6dUxOsvN9PT8 Fp93zc93d9nt7u7vCZN7887Y/3b6dbupn OBwev/5w3D/i9spxM33cP AP7R/4Pn57KHoI/bUe8Ccf757w /vDu8MzXh3vPvyOlz/8OH35cvMPPLs7N2nZiu2EQVm1hJpwXYXiszonOaWTN9dcoMVMxdw4skjNPRaoeF/5GLBamimJx7VsC1jNJh5hyhvq1hoPgpKebhKKjjtDYXZhpSSxDVgYtxsEpqm3iMoErpe6AEe6kGzBwmqDsBgqAkoEKfmCJcmaoyqcW7Bo1CAswq2ESZwWbTAUi4OiUVuhc7OAWh4ZxhHRGK16Qsez4KTKLNhxKy5b4IrVKLiUJtAsKlu60FSi2IOqXUVrs5VEQ cKBT5a17GytEb/G84lj8LyL4gh26Au/LsTWWdVlghQVTQZ3xZwMkuqZ2e0aWS/cKIcUQySS4OS4KHADbdFLgWPb5BPrRVyORMEiQA04D8aGGjfM1eDBhvoLmCZi7SllHhWY2dI6gqOzVIGnlarFOD0sJdaOqNPTMsKfgrXFrQxTFKc4aJUDA6Pz5ICOU DKEb6ptlXgxrTIfxUOFum0BOYkK9z3Ig3YUGVBmGBrruVofOWNswWDSIAldNNVnFUXvFQ1AN5AxP2pBcQRogjEkZUrZD62VoF5nSrPvEN9Fzg6dzZCe0FN FbKl7GtMigNoSNdBU3ggKc4GI0BSwZE63oQsgjMeZ5g7zCzDBn 87gVh2ELnonAVxv0FNnFiVmn3WYm0yIDQqXcLnaCIIVhZY6sUyjwZIQbPSaUiWGIWFAQ3O0y kFOlEfhA6k6MOme8MFHNwjTJe2kDW0u5zK47BokWAqldoih81Ad4ADRTaZxTZIDhtcHrJJ4DBpGbkBL4R2xNDdAAVWcJB7SBH2hInLRekSUQm B0Wx6 kL9IGJ7GMh0JjIAhaX4KCCg8AZw0qQRSI4L hgDqXLX6yxuQYr1RyTSxP2A1rz7dTqDSzleEvirM6bNudBGSaRKuGc3Bt83wmuM75QF1zYsiHFx3IMmGIpHCwhMcV5DdIQ6eEjSrbYJx 14SjELW3NYaBqMbUmWRDxHhivQuF j0IyS0QtEqW65Bjc5iBwyB7oLhiI8oVjhjDSMFDr nIX2LISTALPoKEZvmCzGeOhwXOhozEIS851TBqF1VBAuAsPsGkxG1F9tlmuEMtLerVRjh6ShnQMb/Gydit4JsavVTct5eHBZBSWBhfRMyPi4wmLIZigURAaV9gknqX7xRZ9lBnucukBlWTQhEb7J6QDENsihAVwcIGYq7opEteoNT1UopEV6MK85MieK E5oPRXocjcvb6g0bRXXONlLwMJQa5xHEp0P3 ext0sj8IKs6tN8DzLHr 65LPZmr02hNHhVAAWsduK6KUn5wz4TO4qm1QR58W2SRuljAy/6NxTs/wFFpa2kMOqUAFbsyBQ1A6KT8xodve8pKCPQ5fScxeYyHFC1//FahhMLtd9JM89jBKOBo3eF3Z6AQ7cHqUv/R9k8CNIZyeT3M0/CgB3y7EmAijyKHobR5TC9M2qYy50Pxx4JHWnbOdGdfDiv1nKvshiNqJ OoRW5cvNt5NuMs2v/wQEurxm
7/12/2024 19:16:41,4,3,I zoomed into the left map to identify the street names and also kept zooming into the address tags of buildings to stay on course. I was expecting the location on the left map to be moving while i was navigating but i realized that it wans't the case. That was the only drawback for me.,eJzdW01vJNcN/C9zFhp8/Obe4kPOuRuGIViyLSRrCbL2YBv731OcnW4FHgE7aQl40EI6CD2aj2qSxSo zvd/HZ7 eLg9fDj88/b66dPj7eHq8Mvt/cfbp8c/Dh 2B/91f/fbEx766f7 8ebut un298PH74fvshQiqorzYVHcrn/8Pnq8PB4/3D7 HTX//XX4dfbazznlx8f7p5  vXwga4Of97ffzz 8XT3ES8vkleHT3c3eKO7m2v/eSjTjdyED7zlx sHXL 5/fn603/6Izxd//5vXPjHd4fPn6/e4NObjeDIqKEnFDJEiil41P8BZjFLG5nCyh7ptqGjGjIN38DHseA0EV7xSQ1KD7Y9weLMedEa0ncWN1m3aKkMQgRLiHegGZU1DQ0T8MSIVF7RODmSSNxJ9xQS5ZiHxt1isJnmCUyO8FI18vwqGF44ypKDSUiGkZ1nnuH6PHjplVrhSbLiC3OzEqY9hTSOHDEJjYwaID8OjxOYkgoyydRhX0ezWAWj6FiLS43zPFo0LL6haJlMzL1XldY5GPDoRJ7QMTjQYSv9hCZwDe0znGRPRxpjXkd6cw4fNrEjDVAA utwrbVsjIeUA52OPWjc NtRC2yp71XJ8QLW0LJy8AhH1HmsKGKiUH1dsHhJUmG2lt8 3M/goQHQuy2sxZTUC0TDCsax8 hFTeT0t9flWv5eK 0F3iie6ZmIIacdVbHa9HAJhjTirxtcXghJqzCxiv9Xk/O6kpngXhmqZYQxRCHhGT5IdLMdtpCIhuDeQUYemfGUmsIz1VOItHxKCKYtnOItBVnjAsGxRN8yZAN6ASI3Vry6eDpeGWVsBkXlG94wm1eLhhAT4mm6DZn6BmToqF3EAlk2DYwHpZiqm27BG zalrf2CPmhOS80xcgT2EYk3lp7Ay4FzhIVeYmHRBSpzYCiMVJVxnPtIb9FVYkkFZFfexz5NEtp1J mO7CtJgz0o8gnprhgULgwJ/o9bhuyt44l9ffpDe7dNHSoeEbPVpfSLTWdDLaMeFehGU/zMYaWhYYAToQRW9sCa6UGfFlekJtncAzaZh6cQs/xEaK0jmvwl7JAE16Se fBGTWtZ0Oh22j9a5xrcAzOP0GC5rXLM2tOMy5QHk1LNZTWDhWlUmI91tiTajNHTd36RZMhePiUaoWwMGVajD0TAK6YiCYS72PoJnGyXTXQo4qauvdNZ2Je4bgQfo0cBXNCw2hJ8PPudUnhLNJGVGOQM9Kz4ln8oZujL6Eow7Pl7VZYNG1 YxEgbOjz9jArXqYe6XqPEfeEDww6DU6xQAMQDzJek9GsEJEhY99Met5xTwuZdhIK87QmI4EzRqEt6SXOi7iNlUE EYFB84UjBKNp0fLjVBcSdKAe1iMSUCGUm8Ip7iFCp2laHZ8YQNChJFfqyKIEO2qfA 06ONVpRAijKl005Uig9UBE4PgLV/fpIfdpsYFlIjgp8 TVRgWiRO69SrALjE7j7DD84Jc59Plwx92EYPX2JBrD709DkzqapESMVqnqCW7ALY49fh3daxqYpEKOOfr/JrvBCNECAqZvz7ZBztNCcGNMcDEgNlkTzcpU4Vf9klEKpJAUmdZRTeHe6PPwAZoRnn4MgmzEq22bPIzbNa2yEq7JB3ol1OzakLpDFSRN5S6eiHnzhjyeZ7SS49gaElTsELz7rgN6rnlKNSGnizXb8vGmVNWQYgOt6ZJZGAmhDHuYBnqBGa7zQbvRPNOOVIN4leQIXbU4TLczZC0o5BKEUIWMuupzCNQVb4P2XPqlLRD gPVsTlkXZJKnzVzw3l3 pnZSGIDZgj2bZvZp9XnpWZV6PPFxOpFlVReagjpiF3OMacK8judXbm1 voQGjcCzQI wipcwP1RVVIHZUwRJGXHe2VCI0/DJALQuBec84ZOex4ArL8L30g7GtDKqPhgmqio/7ccwgfmHmA2I3l25R/PQGI0 7kDqnOZJTPCDHJBWgy opMWN4CuTTbxwX R/Tjx6 656nKjcYuQL2ur9tVlo /yle7TJWEMXCGfLX9o12US3eL ZuMCfKUMqhlUi3ucbGKO oVjB4kyb2766zl4YV8Q0gw/bpZCHrQDW2LS1r KA N3lIueN1FE9oU4oplq7U/QmcW9QxM4vf0wTRgXDYXw8sbFVSwTCgopJyPELlmO0d0 q2ieCXLYR5ljCBDHvF0LwtTZRa27zpEXnW6GmGFLiBDchgtrumu9bi0Y6TIOTaCcgc806ua6eKBMx9SHBBY74uJIBIYkkUPiP3l0725S2mBeu7JO43o54VoKFJEMni7xgxI4kREeA2QLXQPDStjPIC8xy9deUilM79s8roHjk/aYnnlEQy3iaF2qORZ8hQ1DjSjfKStQ7b12bY9oU5LX881JrmHdk8uatYbDPC83bSxCZSJVvb8Nk3vC3WHuXvSd p30Y7tVUy94K9EtsGJwWH1fOzOPLZs/f4HnO23l87QSAF/xv6PGrucbHUcZKgtlfsENVSY/KWbbJ9gi85z68P/wX1vHKDg==
7/13/2024 12:07:08,2,3,I was looking at the streets names and counting the number of turns remaining before i needed to change direction.,eJzFWctuG0cQ/Jc9E0S/e1q35JBz7oYRMBZjE4lMQaYOjqF/T42ySwGhAS8WAQYQIHHJ5WxNV1dVj959my5fH4/T3fTL8XB5fjpOu nj8fxwvDx9ne6ub/56Pn2 4K0P5/PT/enz4XL8Mt2949grG2XVztpeuElFvH/ZTY9P58fj0 XUP/Vt nQ84J6Pvz2eLh8 TXe0m/4 nx9e/7icHvD1wrGbnk/3WOh034zFDlZOv9M9lnw4POL6/fGPw/Nf/REuhy9/4sJPP08vL7v/4endOSVbFtuMQlm1hFK4fgxmz1qtqTcVYTJ3v8LbpzELi2h4YhW/4qXXjw1CjMXEU5qryoJYi6lFiq8o315CgigTTyxaGgtg22sllUS4iSTJFbBy5DjARuXRQE61thDVDRuhqLFu4CuH0zA0kQS6mWGTfUHDEkZKYOKW7ovgYWhKnLm0CKSc0XCiaYpBUV/VftTMJRMUAxnT39gYDV cmaVS2Wn6L15vpKPwAmyTZmqhZdfqRdeDRiIr8GrrwsSVEVKSdVNOZRpWTucwqIo5OS thpfVLJtGW1HP217Ddg2DIyJd40CsjBmOFQcr9KNtcToOeOUwNFVG6CyWnMEkJWrmDRC3gKmBYNBJkHOJzAVNkbpQa57MW9C0GEe0UMKPU3CbRR0BBCHEPcAYW2PKpSgnOg /4OShNwCBaJhreQnyESSOyWedh8J7cRIjHKzARxDIzt9Q2DmeOvy2grCRYQiRiQTSm2ClXPnI1i0oNrky0bBQDCdFPoIlJZxplooGHuJCNvqxijOqRejGSDMD/LhGRN97AAUKH0FmHm8hhMalECQNNoQnyMci8/kaYjVhsmu6DxqKkG WmIAY G67T5sPSx2J5QgWpuq02HI0DlQaxryBnMA6LM43NBghACG16hKhvLD34GtsCsCwwByGpjWII3oNAXUpDawNHh1dNVcpYxXalPouUBfHt/mzpFqh0oWQSXXttTIfhrf6pFJkmtdWM1cMNEi/a2wb bcxTAT6wSA0UuZNNckx146CBxWBTiLlI6YvnVaYlKmPa7SqnNojDbyjFUa99B5// sNMPphCL2rJBIj9n8xcknUsMC dXxlI4x7/RiiEe7NvAWIQW4YwMCIjZ6Bm1 zmPXwjE3H7LbC/BR3uILiaMvAGLvAE7Rq9kbvu5jVZ4oZb8RAypoiNirQQlBnvJjf0KPBoivM7zt6GuPQEGZpg5aAkDOYIIXiRGHb17ATRm6UibAsrR T3ZofjcvRrQg0rFRjXsjZBwfUrq1SFzbH8xKo2WcE/U7rQY3HmSHyFkIK8tOiLcib2gLlXHEyyXswt4cDgBPOklt0rj5sZIUxNIiCIA/THFwKOhevB5Rb5m MVMNGBDRUPzcAW2AIr2AwsHAiavKafwHsUWuD9DhCN/wE8nODDmo0Dh0WU2dFkhBb0JUGRLun/C2iCI/cyLz3/wAWNX 1
7/13/2024 13:50:50,5,3,Go to nearest turn --> turn --> repeat --> (occasionaly checking street names),eJzFWstuG0cQ/BeeBaLfPa1bcsg5d8MIFIuxiVimIFMHx/C/p4biMEFsQMQgwIAUIC3F3anp7uqq3n3zdXP88rjb3G5 2d0dn592m5vN 93hYXd8 rK5vXz462H/6YiP3h0OT/f7T3fH3efN7RuOrbJRVt1Y2wo3qYi33242j0 Hx93Tcd//6 vmw 4O33n/2 P  O7D5pZuNn8dDg nX477B5zenG82z/t7XGh/T/dRuwr6XSgDl3y4e8Tx 90fd88f xKOd5//xIGfft58 3bzP6zenVOyZbGdUSirFq4uXK C0a00V1dJqcbBfAG3dXdNT7JUaRQ60OJ4xDK8RuXRECm1NqLmxsYKwDoRPFGvZWiwciGm5nZJQVWWlsYlE2BeIrgITCQ1dbNw84GGJYyUtNpMaKp0GZos1BT4wNoIDReCkkwiNhManHEZmBJnLi0Sk4EmGQTBnuIzaNRoFRonI2RUcvqgAO4MEIHLv055tBUkJUijWKQcp2vfZ16zZRTnHKYq5uQ88OHPapZNo01Fy2lZ7rn0XRZNRCzOcLD1wYoQtJl2K CTdWjQ7IHAXdoIjgdpw5o8aooY0LnWwakyAg2w5BlNUiIFHY0op1hO1oFRTYouhGhQdpZpqbdE2GYyrYksQ2PWwNaIRORQdl36UMugmGOBXIcmWfPUVKHUXtAU0JW7Bb2eaLxVTzMrihJGKxvgmLfMhnIEm0BsmMQ/UijDl8EtUYFqFiY/N1y0Wi9OYuUZ0mOkwSo0AQGBCkINoZbOaKC2k8tEbQqNy7L GpqQDkgmjqajsAqCoudi8AwaKKtlaKw0S4AAXWigMejWwsumKLy6IFqEpiE6KBEs/iIWIHpgTnH0Km2n4V0Z9h5tBCP1A7Oey5QrlkVQ4mBxGTI8W3OKgMCb8ntuy1ghta8d9gEiYoCBNMtgQgSuCBWBVZpC1VL1LUm4xv/i86pllZWOF94il/4LEoxwJYLdmIlWtmXuPNF4EZdQ7X7nBU40kCEYJGfMOcNtLQMDfmC8oVLHpAHMjVwiqjk7i2 vAgMuABByVNMgheBqYArTOQKHPlwGRk0I gzh0FE1XtCyDh17zRBo2y05BeQTIhzdUg18tu2zJeu7Ag/WlcjAC6uyjAVba1B70HYJbz4AQ6GyRJeBc Jo3RCvWOo07m0SI34GWrdeclPzVc5YVlrVp49F1n3hAOPw6k6ouWtalPU7AqRR6HF9Iy7J6FsjnDTgnwW2U9qAGwsHY5Ch0IHIntZo2HkIqe6a3KAypkaw6/w8kAAPLtX1wbAdhp/Q6HJ9StvaMj1R0ZWEaVGNWxcFXYs igzSKd9hbdkgDOYCBhvhAQWO4FifJyVZk9eJnrfSxaLA/RM6Xen3Q1gHs64rJXoJF8r/XErliBJsCElMjS351MtW0bo379q85aD18kB/tXTTqUqSdfOIIoJX77JJz86jm1/qw6GYKyRd5wlboQLghNT4wnKhBLnE7RrK3io2wpCovRPBjLFeZmPbPqOBJo4 RzTrIunsgdUXCiahBnNlfm7JYIw HWtdJ15DG2i2/Z6CYc/yXx2ZTxuhYFl8qti yyRQwS/r0Ca0rJ7upQ 4jbQFktfnGvK6WzkNLN3pWiERB5oetbLwZnP3PnQZxUMqNSjDzuY0OLE04/SMwZTvgolbR4nR3bB4H2OewAgRZ584TD3SwrHumRZwgSR6EwBxnLEwpAZcX/oV0uIHD ioTzrit38DsHDB w==
7/13/2024 18:01:44,5,5,"Checked for patterns in the streets, count crossings",eJzFWMtu21YQ/ReuBWHeD /aRdfdB0GhRGoitI4MR16kgf 9h67oLmQgAlvgQoJAUOIVD2fmPO6779P528Nhupt OezOT4 HaTN9OpzuD fHb9Pd65e/no5fzvjq4 n0uD9 2Z0PX6e7dxxbZaPs3lhthUs64v3zZnp4PD0cHs/H Vffp8 HHa759NvD8fzx83RHm mv0 n 5eB8vMfy5bmZno57/NFxb3moDy0f9pz7wl/e7x5wfn/4fff053wL593XP3Dip5 n5 fN/3D37pySlc12QaGs2kIp3D8GszUua0D3SinT9ld4W3cKrE3sYviRLHilLXgYYjcWYiq317KpslQat6yonqn6MDDZqBy6zmoBww0YySRiK8BIoA0GgXG0nGe4SC6tyKTGzuJ0Q2W2XVSFJrTGC2N5hY6ZKIbB41bR4FTc2wUfjkyULPKGUXujWNTD0EjjGaPZWBYwSQmQjnHKNWC6h3ECOJDVSiJzQdOkLmgnT Y1aCx0GJpQwhvky UXNEKgdPcIVO2GSVJhzKFJ4kLBQ9ArgGBPGgawRUWKhMnlAhA1bIbUKK9RYAHaUWhCQpQxO2ry2nsMQteOWoMFFRuGpULnInR0xoUWSmECGmdXcRzcybA S3iFgPqg3awWktMMgtvJpjX6ym3D9LWoHQVKslrQBARoZobQNbWZSz0MjCWsTuhcigvJgauJxLtkpZrqMA6oKrAaOCw1ltpAkyCuMdPdKkrDaqPgoKGMMCBokIUFzLUUNk5ukVMsoQgVKAjWCFKNN1y3DWO5NqVZUuHnFngJ3xnoSZhvX0MLA/WnHUYn6sWaLmIKB 7a0KFVrYeMNYyzO2Cmo0DZ/5ofm93qTHvyYz3lLcJwBVbQME6o87UkIW NbD2UBuCC9QLPyTFrwVCpNcVC5BqGBkZ1TnsWsUSinsFBV0ggVesmaRztEbkbKA6zc0ED8gIRBoRqTYrgGre1gCRNxenmF47DBM3UgDRwA8XNY5QMJ6jmiTCBWHU1RlLjwLUWnA/4TV8D34yr4ffKbklI1jBTjI801Dj7OiFV5TirV4lQoe6uC7ws0orZFdwwVrgAuRdvkClVp9q1 Wsdxhv/rTdp xKQcRESMcxiXVM86IcHNmcXrNNMgHTZCOtG7GCDqVqztcIILcM4kfGEI Z9If6nWEKIiW0Idn6DHr 1UUQrt1be/w2KCSBk
