Timestamp,How confident did you feel when navigating from C to D?,"How would you grade the amount of information on the map? (3 = just the right amount of information)",What was your strategy to navigate to location D?,Do not change this text !,"To your intuitive understanding, what do the colors on buildings represent on the map on the right?",Were you familiar with Google Street View before the survey?,Did you know the study area before the survey?,Which pointing device did you use?,Which web browser did you use?,Do you have some type of color vision deficiencies? ,"If Yes, which one(s)?",What is your gender?,How old are you?,Do you have comments or remarks about this survey?
7/12/2024 16:37:02,1,1,"Tried to find the green space next to Starting point, but couldn't figure out which was was north. got lost and had no idea where the start point was",eJzVWE1rG0kU/C9zFkO/7/d83WXPew8hKLGciI0j4ciHbPB/T3Xi0UJkkBALjQ8C0aPRdPWrV1Vv3nyfDt/2m lm muzPjw bKbV9HGzu98cHr5NN8eLf  2Xw649GG3e7jdflkfNl nmzfks1A19lhpzkxhpvL2aTXtH3b7zcNh23/1ffq0WeOej /228OHT9NNW03/7nb3P78ctvf4ewpeTY/bWzxoexsR7/nuvdqdpOGR9 s91m83d vHz30Lh/XXf7Dwx5/T09Pq/9g9CVG2JuQLCo9GGa4mehaNzBVhKcrB4U3liG4ONmLLjMbK4r7AlXKKUYBTKvsn1Ba8AMrmBLh0vngztxSrqmjacHh1Uk1JkmHo2L08gE/iCM81DAVtcRYdzTiHqPRibdRruqCzWVugkKZuZu1YS2rSchjaSGVV6aCPLZgekYLdl1/TipX0anvxFI6IDatOaaL3Qz1tKY4mpTdjtrqmNiD2MDCoCvjfqpXrgoaJAbKBbnaBTpJzUYQkDkQpTuBBPMfZAKONQwOyRrlQj1tQNDe hnlk4PCwRqo0ICCT5AWNNiPLRnWBQ8/ALSBvQssrSnsT/YZPG48jIw43hA3qUM/wuui3ksC2znORZ0 QUeEMVPWSh4EQOg5ecyp3UfWjDoKH1LTK9BoyatFAVVc8XmDC/6FxMrQbANb5YrXZOQvy3xMLEpbRCbxgrldrWjIb7oUoIiciWsgLZBRPfaV5kedEMEYsFsctwqdCgkUZloYDWVVVzQgttrSaCAzNLa9qtU6IYWjMArlX0A9Qr2c0WBFiCN5Vk5n6MBeL1k1IGiYoXSJHZvfk6tJ/Fo0iskP3uHkkbup2/Bs6ZjBzGDwG7RyiAWm0X/CyCwlGK4deXqAbiCykCJQBV28YTF4IjIK/HoVPsnF0n23PJo3oi4Ja6xW5goucMUzl0USJGM9mvIAJREYYWUNivGSuZAQTEgRoUE7z1MOQiIdZtFdhTw477v3wC16CUlKNsHaJRyMmZ/MSTJ2wM61TncfpDeu1rn7xcySu5bUATM2DC6txfhaLGUYBLvfQ6wyDOC2fiQ0LjLDWApQAmufhJU0kLIIxcl5QvlPloHGBEYphBclH2Hu2ZEzNqQY slxlYmzDLNkKk3NYRR6FAyOYSbdlv AlACYxFiZkf5cuOKfgkodVykK1u7Ewot2CDpLoDYMKX/OKI rK1zVvfwBHS7i ,color of facade,5,1,Touchpad,Chrome,No,,Male,29,
7/12/2024 16:44:59,5,2,"reading street signs, counting blocks, ",eJzFmE9rG0kQxb/LnMXQ9b/K1132vPcQgmJpE7FxJBT5kA3 7nltz9hLZJAwu8yAwUiaUf/6vXpVrXc/htP3w3a4Gf7Yrk/3x 2wGj5t93fb0/H7cPP85p/73dcT3rrd74 b3df1afttuHlHPgpVY4 V5sgUZirvH1bD4bg/bI nXf/Uj Hzdo17Pn047E63n4ebthr 2e/vHv857e7weApaDfe7Db5ot9Ht5nb9UePjZiN9NXfrA17fbP9a33/pSzitv/2NF377fXh4WP0XqychytaEfKbwaJThaqIXaWhMfFCljJvjWaUzno9W7lzFocLuOuNiv0yWAk6p7H hNvNi/WxOwKXL4o3Ng5S1mnqqeM64ikcpC6dJtCylGTe9 VK0kSSqakYUs0lDJMXcUi rC1ymBkoNa5GV1fLMvgYXLQZI7gI7QT2d9UzB1aQF xWAHPC 9xs8UQk048kYgS2i8pJyceaZt4JsOV4uSNEaJ0245c1KLRtcfEW5otCNvMljWVbwuZzYicXwGF51RJGgKJ/4uihZBRnocrbyyNgaZ4hP3CzYXsELXQyvu9QgIYvmhBcS3pItkChXyIdaa FlUkRMPUd/5fPipfg8UYwNTcArpmpE2HrAsw1GvQbPydF20ErQhPylmbzgRVsMD55CsAe0k3qig5AGu2UPnWvC1AQ649Lo/QZzw694kpzLuVPUQ7Ig2oSH1HP4MpXiitpr5IVOwdUMlezn4sGyslzxYUm9/Zv7U3T2qEDOcO/nV9Dh5kwn6e7M3tKf4GLUfnGgSTo2LJ5h4fsFg9TQ1NAbkIE60VIR2r738e5yo2ijArjPdRjeej3medSgYy4XNZEOw8K0UTYBCuZvdHM0wrym8WOC84goaYgseRbURpiU oOTC7OSzbhhGYvhch vFamYOeOatyKsPtDP33Dq4LDF1EOPh1aOIcRlook waRh5rIr5tJXvKjL0ZDCLYx4wEw14UCXAhFVXs6WV7RBji5Fg6MNnEHakGeT1agBLwotXOuyODwiZTE894pkJeaXykoMlzgv4gvQBtVexItYTD0t7DaDjJHgEy89jqEI 8tBgplFkfqYVsDQQ M8J/vZaTlvJkLD wkuJzi1woJwYEcCvMGbOL0vdtwz7qd3dDYTnr2JiRF8hAi/XGk04rTff Jo2bKPqvEvb0p3rBnMr5LPv1aQhCx23Ps/1HtjsLz/CfLprMo=,the majority color of the building,4,1,Touchpad,Chrome,No,,Female,27,
7/12/2024 17:34:37,1,1,"By finding the street names on the buildings, but only few buildings have... ",eJzVWk2LW0cQ/C86L4/ 7p69JuScuzFB2ZVtEa 1rOWDY/zfU7PZp8sTSLwEBhkMRvLqTU11V1e19t2PzfH7825zv/lttz1 e9lt7jYfd4en3fHl  b 9Obvh/2XI956OBxeHvdftsfd1839O45JuZFE3llNwulu v7n3eb55fC8eznu //6sfm02 JnPv7xvD8 fNrc093m78Ph6fUfx/0TPt603W2 7R/xoP3jnx abzkjKR4e8Min7TNef9x92H773I9w3H79Cy/88uvm58 7/ P0rMxFpBwzCjybK8Nc7SIaponZWjAl4SYoT gmF3Iij8bBZuozXDfjYYCrkRl4KpaqE BKC2Fyi4uAdcJPklpKkuOGdEFnafLN8kmTlBAuI9JFmlD5AqBzy5vljyfchCoVhWewxJJA0Oq3S ACDj5toL4Etwg1ixMcPJnJWoMOXFOOxtE0JFVbqZEs5dNbjMPXyoGJXUtmuoycvYjb5WHAU6iIKsgWEm9SC3j9IXSz7UZTqkkBmRGrBC/pK61h9FlVJdCUzzMcUCsI2uftCnBGaQJUhQIgxWUt6VO3YfDCSzUqBEzO JwEZ3ZPXqElYH1cr0EUIR6Engub0QgLSKQs9SuaTRRalKzW2LOdkX6UeYzTfg1oAGsF5s9brxFD QQw1wg/dOhWhfFM6Vnermu0CSPQyiAVTlqYhQuyuk8ehi9xNHh0iWinMFORaCuodrtC5hd4XrtrEJrw6GUXuGh9QxMUYBA0rsLCwyYUmggkJM6tNIteoIpIBMUYl0XvnCzQMImrXmGR3crl7AcjrOscRHwNmBjYNawUmEkCimbBjoJItO4grtC4iVMdswuX4ioJi3vG/Y2zD4hIcEFNG/zpiazm4uBQ PJE0smNu0Q2JyKo5dK74w7HhZNs6uAQf6zN/GFg4XVO IAV1QgbOAwMPKxlwt7IPG/TNQDGYEzXdBa80jAwPTIYAwPVrOBgK/EG7PZlNDoZprJiDDgzxsAyVeGehu0wkrsLdeV yDd01cuQFGJyTaZCZMI4a32LgRlgy1DlZcPGLyQQ8d60NQCc4eE8sN0wsrJK5EOGofESVB666LTAaLhzCTBGazSCwdwwMObdHRGcns8q0awlopWBo1UqMU6/Ax0E49rLba6zloy gO6hCNeg8RiWmAK2oUc/DZ2NXqsmfUQB6TXhtsctfArchEnL5bD18nFcsYr2ZQRS3KnyukIg0MdVqxbqAy1YKI27o1jupeFJhml6gChrQQlhfyvG4tejwuHUNfRZkcqr3YdTqjPwIPnDVBA2EP7cG7xqe0OHGO8YovDx17DH7p1sh2ZqYjYsq1NFhukism6lZN9Ux8weQfGNG TxttIvylD6N3IYUe2EpSEKw 02uuzaZYq gpI  Kp/G7HcVTQfJ/qoOeppAtbw1GeMMIzBZrYqQdK4jR/Cn3iCKkk7iYYaMog4XXZKPCWJ/Ss GBIY5WfQgctbLcUzfWXDwPznCXaGmzbOCSYzNJkFcGYwBHVGQaGc1kRfHfYlVUrry75G5XQKHNAt9ANS8ZpdM5LnuCCPo1vfNsPNzNSkovKQZuuar0zPoBn3CwmlrfrfND tkKyvkJANdY0CWKzcxb7/B5ucpww=,colours of the building facade ,3,2,Mouse,Chrome,No,,Male,26,This is a tricky survey
7/12/2024 17:47:44,4,3,Looking at the buildings and their colors,eJzFWctuG0cQ/Jc9E0S/p1vXGDnnbhiBIBE2kcgUaPrgGPr31Mi7ykECRAwCDAUKIinuTm1XV1fNfvy5XH48Hpab5ffD7eX7 bDsls H08Phcv6x3Lx8 Mfp PWCj 5Op/P98evt5fBtufnIsVcukmg7y71wczf99LRbHs nx8P5cuz/9XP5crjFdz7/ Xi83H1Zbmi3/HM6PTz/cTk 4PCs1XbL9 M9znS8L3aVOyYTbYlzPtw 4v2709 nM15dbr/9hZe/fViennb/x JZmZNIOTYQ0Yizhbnau2B4L5Ga1nAQIRzLX9Dt3Sma4GAullaywRVpmXPwZni4poQm64o3KMy8yGKkdPj6JCha2Z/NfKscSiYejMLxCJT0WVWRiIoGMNpesIQ1Bw pDUABsXUSFFYKotY57huUtOTKIB8SB3ToHCyt1IEHD6sNS2PH 9wkh7oFR5qEBUAMbe4MDBsW1VToQdr7OvcaS9UsKJFurYWCZBsS10BZjLSGGIbyzoHi3vQXEtvkGGVpypgqMdQtPEuPmwnqgm5tlC9YShs MJGhuqjMophUn5FF6bR1PhooQDGwb6gulrNUjAMEw0g0t224ZBc1Usj0FSq2x2DEgOIQh5PB01/Pm7BZrEPzYk4SSfIKrjBoyjwJix2qFPMs1kGfA0YUl3NlXXZzCqWN4vdZx3tvBNwkRlWqEPpXos0wS5PkAfRzVEvUcgXXtY9SvMF8XoEOFwZNCYSBJoRBek3Dab4aNKTeGpHbTEqsBf4fSzYZYaHTJO2LTElThV/IVS yuBAdoCDQwGsikXTpFDPFRCh9o1A1i4ZRJt0oVMSm7M/9lVSQjqHYYGqTSEdkAKT4rWtLFQGcqMig145pXhutgrBciMlbnMPp4bTxfkkOJVOZhQUGziB4gbSwQnEzhGxol74/knRPnZxZPZbjEryouO0pqQdctQYgsFv/qYXSrAHsWKn01dLWUNV9H5Uimg 5vpw1omCH raCw w8IxGMUsxiaXyFhmM eQONpYpFYODfsElMs aTYRpF354DA1dsTCBqX/PQgOo8nGWTkPYUNs9hmDYs3dj0HxigoQSoMkv3GPMWmQ/KvWKR3lKhWteY8zeg0KS91GgwZta51mrjmIJyGFOw4iMSji6apGrRvSpKo/BCumIxJKkW8NbKgxybtMsQWDzWLdEt6QrGg2DqkACdxzayZJKSeaU3xsNq3SsFOK0Gz9NPP1QZJNtJYPrlh5BhrNtGs8bUs1u/mzDEsjZpevatRRcDHIpNypK0305hz6EMhMQxCQumN2qg0nd7NyxFfYMLE3SIY5qT8pyTKkalMizo1jDVYNLgt2toh0R0VjY1TEkXNkro8y8sOHGTviOP6HDV7TrqN US8bZvL5K8Nmk0a48e2afyOQJFrsYGMte3hGD5r5ife/KW1qKosxQZRN woGKThNsKOS5NHIF7BSfynBT6RtBIUgCUSfbA y07NBCudq5YzMsRvh2YruipfY9MfdeUQEK4PXsFDrlvaCh9 hfj7FUJ,facade colors,5,1,Touchpad,Firefox,No,,Female,25,Nice research
7/12/2024 19:30:17,3,3,zooming to address tags,eJzdWktPG2cU/S9eo9F9P9i26rr7KKoQuInVEiPiLNKI/94zyGMqESnWQPUp7LA9eObMvec18O7b5vD1bru53Py2vTp8ud9uLjYftvvb7eH 6 by9OHv 92nAz663u/vb3afrg7bz5vLdxyTcpNEXlhNwulu v7hYnN3v7/b3h9281HfNh 3V/idD3/c7Q7XHzeXdLH5Z7 /ffzhsLvF1wvVxebL7gYn2t1cxZ9sQjd6k8E45e3VHd6/3v 9v8erw9Xnv/Dyl183Dw8Xr3HtrMxFpBwLhkjiyjBX yEWn9I62AKHS3WKL CEJsoS5zLxYjdb0Jbi 0fh7XJgZNeSBa RsxdxnzG6CUdFlppZqUeXPhumqY9Cp0G44VqhvoAjllQx4RVrycE0CIlVVaZF UItK64gF/FeAyWzB0EJL9WoEMXWH7E4SYIWnj/ZWCAUmUSgUdiCRVgwLnBd/Qz aAp0QhRbmRwRCzqfzD0io71bOuOElmdpGgFXiA260ERFuqiFUeD KyYqa4Sea8waCkmRe5fkaQu1xbKNY5VlYS6DkLixioJETMsSahiQtTOvmQr8jwdhaQkFeeDBdBoLsKWACporsCgNEjosRM7K1sgUuYi2ZCjsvqEOP84SNLV4lBmObveKOmWJyTPC29NLmNTyKTn5KEYxg05aHaEnvFDIdkgDIJwB99GboXjADHoaOz8fJ4ePgieN9IDLoiUZYkk9EZaCaw3LdNhmEvw2hMiOSAJJqVOVTemMvXwOxXpMxINggBfUs0mGHsFEwaAYQrJKyBGFh4kfId VI 3xEYqD vDaxHtrPAlEGgQFYTUTy5Qg8xELzp2NRii1RscRWAcRnwq1oUH8OnlSIHUzQavqjHrLExQafRDWVlnV/KTiyMAIwtltRBBJP4FtqRoV8tzQWuHBsxMf4fLc7RBC0ZvOgDtPHzYnuEnisLwnvDlnY4RlKDvs3OopwSeP2tTAnrLCpKrrBJcUyR4t ByT1rJwFmGFY6HW PMGHIjLY9DlHKhmP U4DdPZDKDlHNea LGstaKdQFXrOxoTo3IvGAktyWZZ2kjgWsMd02tb5WNBb0cw56dwb8PHsK9vJ16AT6NSH7gfJQb2L1gwJJhZlyG1rwGD2zIKTGXPysTcy7M9EpgONPssYXsuZNKDct/rN4sc1d9f3AG/x5dhhe F/V0maxUnQq2K RneAs4mmoXFoe6F7MenvwRAbPxnbe/fMdMaZECvTihBcH0rOsc1bCyv/dhBrAblgv/DS8tGlYSu TGiK2TtiCUj0IugfetidI/KOC/Oa5OAaa4G/ShKlueFR7Gxo8CpKMFOOnzJ1RgQmcqqhXMZBuS1C4LnqK7z0t42GcwqvXr jwC1/M/TkmbcJ1M4mUNq5mEdZa8tV9nR 38BUsL7qA==,may refer to the activity of the building,4,1,Mouse,Chrome,No,,Male,28,great images!
7/13/2024 12:14:44,5,4,"Really pleasant to have colors now ! While i was quite panicked about not knowing where i was with the uncolorful map, here i could know exactly where i was anytime. I looked 1/ at streets names + path + directions briefly at the beginning, then 2/ almost only at the colors on the map to orient myself ",eJzFmMtuG0cQRf9l1gRR74e2CbLO3jACRiJsIpEp0PTCMfTvuaRnsqEAEYMALW7EHnK6D6vq1q358GM6f3/ZTw/Tb/vd dtpP22mT/vj8/58 j49/Hfx9 PhyxmXHo/H09Phy 68/zo9fODYKjdJ5MZqK5zuph9fN9PL6fiyP50Pl0/9mD7vd/jOpz9eDufHz9MDbaZ/jsfn6z/nwzNuz1Gb6dvhCRsdnspYbGft9Cc9Ycvn3QvWH49/H094d959/Qtvf/l1en3d/B9nZ2UuIuVYGCKJK8Nc7V0W2ZJUkhUxd0dzLXCylSjqcmnlkl5YjdxjDC3OkqU4bSjZTBsSTCLFEr4icmomY2Cy1YsVf9hvhkl2rHNKxQoWodBBLO6pGZoipgsLVhRRqVhTUaKSg1ikS0KbymmJC IU2ZZRd7BsuTg0Ap8W3MkzbugcaTyIjgNhcmVzWwSjLklISil3ZN2WRRR5egHDlyzzhs5w/1F0l0RsDaslD4tcioLI78hD3lKmRZi4mYtH3QpGsw2CU0idXOVh0fqyEoY8a5atUT/ITY CySpPcbSXmSUFKQgx7 Q7AiVoBd3XCgv0vjeyMNRHZaGQOCN7RBY2wBIOKiZ3lBixE34ON0/S0LrNQmEalIUXPYe/UHiFXLKwoI7SWM2 I3KKEnJDNjPBYPitOuLaqKxkKci8WumclS0KqYO9yLuk/xq5Fr whUhY39KhjIfVnBpD3 AzZjrIXJgpua6Sj85RJRYCzyowv5Jzk4ZTNUcPg3daxZI2StfRdxkJ5xE/wyJEghYmyXeoBZTQqj2ZvRq2WN/qxzmqnsShX9nwCmIzG6P64/JKWhMnmLJBMNGobnQVzFsysyh7G7LQOtfMHiSjUCycMSQq qfOLAZriLKyC9Qaw546yPTBMqBarqe3JckCczEQGYr /gwM2RacFFJfhJkMooiB7JavB mDg8PFooPm5xRCOOhlzkfN3 En3tC6GtSCnC0N422V5BIrqFZ7QRfuYdki3BzSgvPCiTRs/o3ceQwqK2tKtH6jQn39pINPy6tnb v3MxFinuoGVQlKgsGVW/0rHfTAwroROIxGXD3DwYQnwgd/e8ejJpQZyDBn sUkYSx2u62yGOUoQIXNI8qyZjpz7JztoFzlKIpHsYg2uiyGerElDx0DF356x9oaFllnyT/ C7SeV0c=,Colors of the building facade,5,1,Touchpad,Chrome,No,,Female,23,Uncolorful map is really hard to use !!! i felt quite dumb doing this first map. Then i gained confidence with the colorful map. good job :) congrats !
7/13/2024 13:56:12,5,4,Same as for test 1 but checking house colors rather than street names,eJzFmUtvG0cQhP/LngmiH9MvXRPknLthBIpE2EQiU6Dpg2Pov6dG2mUOFEBiHWBgyLIomtQ33V1dNfrwYzp9f95Nd9Nvu/vTt Nu2kyfdoen3en4fbo7f/P3w/7LCd96OByOj/sv96fd1 nuA/tWuUg8Ni23wmHW9OPLZno Hp53x9O P vH9Hl3j//z6Y/n/enh83RHm mfw Hp9R n/RNe3tg207f9I95o/0iPXrty lMoHG/5dP Mxx8Ofx O Op0//UvfPnLr9PLy b/ NlZmZNI2RcGD IMb6btKottm0qK4GVSNDTObFsz07CgFngGuS6wKuU5Bje1sn9Es4UWmGLOgOUVhdMkHYQi7uUBGI0zi7cw1I5iBQo3ikEo5GJVWqp6RqleFi/hNWVhpRrDEsnaWjNjjkUUQjXV3LJdn6f3WFIGsZhhoF1DpOnCgkeUxdPX6Byr CAWKUyMFqWRzSwolUe18FzFEjVoXoIdRYFgNWvLvCRmR0kpxK zbNmrulpnhRA 7FLYMHmj6KSgYkSSPMPhna2aJUETrtLxliv7AbUCXp 6y3UbPAoOeuZCCdGbuzCFCwsJ2n1D4S7L5DJo/6B5SCJdClL7RuJwERgvIV 3f8ahRKZhCkwWlBCMkjNm4/r6QcNpNjyXKdkVvXrB1pVnVMMZN5gEQ1UWNnfDWQdKt2ofWY3ScBYCjjn85sKCwhGGXZqsQREd5Luhv62lt1ZCbWZJJsOCYjx2XeXeq8soUetmAJFBy2uxonDZjpWLR6NuGKDGrbnDVVC9GthLxUbCGNR0RA3lUvyt QZXBNcgKoJ6rSkU9H6U0MG5YV5w2GcWnDvmKa1o1f5BahjE0qDNWKasumQ5tBt1dUMYXaMGitEbxOLY/wZHl7AuM0tJtwmUtIpFmAYpGwJCYqFiWGwh6cPSQ0Tdskvz9TrCAy/CsLd6gQZHNwpNTKF0hVLJm2gLcWEf9T9Ba0QbojJomTo2TT9fHLfMLDhwlEqwgFb5N5FBsuY4/Oi3BVkLSRkEAvvnhhssQo aGXx4g33F7q24YOvCMogNNA53493pzHTm8JrYSGG8RrP71dEYGIMP7aLdO8xnGDjjwCrthnSV6xmWGhAsqxDByyhzgenGoHp ve56aJtl0gonUmThxe/A5aiLYevNBaVDyJvvfvCmyDgQ8oTq3UCnWMzKSIOBZRA9/7zR2TabNbw0Tsmth/zzhYq1QVPWr tQCwDTfJWP5Uvar8JR51XRoo2640beixaSmRLLloJYFEoJd7GKBRlrDAv6v5sJ7S5v3lIMkZZCwYqvbyneevZ7bTRxAN/qMlkgdg1SQ Q81KPwyXMuFJTRzDturjGw4qPqBLua2RDOlxUMNxCBtuv1W3XLIDnoxsTIIOtI5miYmQXhzzFURlDrqyyyRQ4x0lbdyTLTpZ3wNippGOqiCm3yPMMlKwoHtpu8EhJWWUOrBdZeXLJhWgc1oXVjg/iXmPWZ7XU74 dFM95gLraQm1IscCukYfZLsWjDIuLPFw4BTPsvCL3/vlrfKZwMs4U/XTgMaHhfF4pApdX u/LfErXMSiaUrnsOpJ1zp8Yqc/XxX0GReMo=,colors that stand out on the facade,5,1,Touchpad,Chrome,No,,Female,24,
7/13/2024 18:07:50,5,5,"count crossings, check for colors of buildings at street corners",eJzFmEuPE0sMhf9Lr6PIdvk5WxDru0cIhUkE0WVIFMKCi a/cxp1zyYjEZWuVFkllX59bfv4uN7/mq4/z4fpYXp32F1/XA7TZvp8OD0drpef08PLn/ cjt u OvxdLrsj99218P36eE9 7ZxkXhsNLfCYabtw/NmOl9O58PlepyP jV9OexwzueP5 P18cv0QJvpv9Pp6c X6/EJl6 IzfTjuMeNjnuNQ34q bTn2Cdu bQ7Y/3x9PV0wa/r7vu/ Pnm7fT8vPk/np0bcxI19pXBgzjD1Zr lYW3zUSdWC1NmVhe4LZm5CG4GI5ILVlphXDtMbxpEtmC1BvpwuviTCLJ4tYRO/c2iEXcy6MVgNbYuWsYokfRQaIsNQYlqllyw0fLFpRgwzqHpHewzOEcxOIohAhvIbKiWHOwKLXqQYnQQShSSLJWlEZrWBAmBwooe4SOqwZVfjAKFYGAUOlaLTlnHDUKuSPFto0EpYUaQVJqkugNXVPlUXRSKHwi5P0CV05WUGUy6ZE1HqZrAfkqipZqCwtyTrQ5FiDcPSzGo4RNkCiMjMMjLFmXrUoFPYiF/95fX5EDt0FmASEhtE XolpYHMYB4oCO3tNwOEf5gGiRaSFmsqKEQAjgBCr4DjEQIsXZjpfByllyA2fQlmFiAKli81w7UM60hIoWla76oUG65ulzpbTyWj1OJhoQ1I4gcffY0wydX0BZINZyG6dAQxsUJ0RkRoE1tgWu2OB5sF6SPYFSHlVQ6I1IN0wA1RZjXS3xvSmVS4/Q4QKjLJxCBJgdjvQlMEGEmchFuKeCRId5OIcXRe635MqFBWVA2SjpDhbeMtoV2nFzhBIO9tb2WCSNgqN5BKK2 lPIMlQO3ahhEuoroFFiME lxIS2sZCw1izjHtpD0qB6o9oPrBrGOfVKXVgEj MqZX5Hc71lGTbMQZ8xHaDNZy0krTCWgiTu2Bx5Lb9G6QCUi6DD4rMVWFjMqaCyFMiyLvsmg8JiqZjC1ApNJxeYeSpFg8cY1DVkcw3SMCizhbpBY2MNTGrOux wLj22GsNFjmGBYsFlsQLAFxYmDZn3cWBz7tlOBDaaJZISlYZByV xBaaDBiAYtco/fs1XZWNkoXmDVejxa6Y6aDBF/UgmRhhelY1FYn7v8Mp3SFubfQTsnrNTU4VC3gYKpmNQoEyQPKisRqJrHuJh4HnMsNa3n9ilDx9 Aya6QH8=,The color of building,4,2,Touchpad,Firefox,No,,Male,29,
7/14/2024 15:31:46,5,3,"As before, check out the 3D and 2D street names. To be even more sure, at two instances I checked the numbers on the houses too (i.e., to end up exactly in front of house with no. 64 at the end)",eJzFmF9rG1cQxb/LPgsx/  MX1v63PcQihptEtE4Eor8kAZ/9561d12oAhJL4RpsjFda7e/OmTNn/O7HcPl GoeH4bdxd3k6j8Nm DQeH8fL fvw8Hbx9 Ph6wWXPhyP5/3h6 4yfhse3nFslYsk2sZyK9zcTd8/b4bT Xgaz5fD9Kofw dxh/d8 uN0uHz4PDzQZvj7eHx8 eVyeMTtmXCH4emwxycd9rznlvRR4s9xZ4kPfdydcGE/ftw9fZke4rL79hf 8Muvw/Pz5v94flbmJFKOhSMacbYwV7vJw1tntQjNMpp LHy TU5trCoh7M0XXi8O7Qac4eGaggdmnYGDwsyLLNaUT5360UhERdPCSS/li7DmKCC1NTRS1Y2mRbq1FtpEZpjmGtwmadUaGpd tWlSk8yK0slnHGguQAPQO5xiyyzelEWbSjNvfAUoTfu1UmO0PQrE5raILxVfpNTkjl7aqlpminCll8I rwAh6 wIKIVWIpLkma CvMyTXPwObxTRtJSsqCKWvOaDRjoq1NwDxq/w lfAnIZBFZ6XV80yxkl1w5l06KiZQFYzToOAKNFGcPc76sUBA5Kiplbou t C 83qyPRbsSK4ixmnwk/gUgJyrxHjlrOFlyGgY e/S eiVjPbkN8wMmn1isdCukIDznZyhoxWnSkMaSihkCEGs00IRKQYRqvmszWOtK4Zwm g5ZZVq2VUmm2243109Tk/WgwneB05RGvvi6weHigNDa5o41wCAgpGdGYnf2tj2yLG5VL4kwQMzEk/s343HWOKZJVoh8qbQaGRwqIcQa8yue9Hw6aiOH0ilElM40ypjJyhNW60Bv9phY4sqYBjKm74EBU1QR2H twuF GDybAIBpif1y0FlgyMZgZQlzlFdL6pXjHc7ugc4LmRV8oSaclGT1w2y1 Zn3Zr3ecVGNaKgw7 4xTDWYOM6s7Ii1tqSXKWw5DwVCAiVwDwhu7ARrCm8MIKGHBr4BMyHStpjWy7gmBWETwQiv3yefdrkO7WD9BWk17JVAkFjNnfsnxAWXdxJOtTxNKpvWUpxHmV3jYWPqFXIMLJmTlWENmOpGXqDGF TX2gUzbLzhh9S/0mlXSHDVYkbyR5ZygsJs4usXMLkR QpKEjOVajVOU6lcv7FuCNR67Sb4BJivqR/d0G/wEhtLKddIzhp5e78iQ6dp/crz/Bz5meWA=,function,5,1,Touchpad,Firefox,No,,Male,26,"For such surveys, it would be good to offer the participants some information on what it is used for -generically of course, as not to reveal some crucial information-. I was basically in the dark as to why would was all this asked of me."
